2.356300 ; 1.094000 ; 3.090888 ; 6.599190
1.254300 ; 0.776500 ; 1.812804 ; 6.208696
1.138800 ; 0.792200 ; 1.652101 ; 6.017937
1.038700 ; 0.661000 ; 1.818706 ; 5.486607
1.440100 ; 0.981900 ; 1.623248 ; 6.061475
1.305900 ; 0.870600 ; 1.608258 ; 5.702222
1.136900 ; 0.682100 ; 1.890021 ; 6.385650
0.864800 ; 0.700100 ; 1.795474 ; 5.815166
1.197200 ; 0.780800 ; 1.722048 ; 6.363158
1.096500 ; 0.742800 ; 1.538236 ; 6.168889
1.493000 ; 0.774200 ; 1.598094 ; 6.518182
1.126400 ; 0.750900 ; 1.852164 ; 5.725888
1.508800 ; 0.880100 ; 1.658817 ; 5.950495
1.376000 ; 0.917400 ; 1.750211 ; 6.008969
1.964800 ; 0.916900 ; 1.734751 ; 6.205480
1.111200 ; 0.773000 ; 1.537506 ; 6.162791
1.605000 ; 0.802500 ; 1.657062 ; 5.659389
1.603400 ; 0.916200 ; 1.719237 ; 5.961373
1.314900 ; 0.556300 ; 1.768543 ; 6.796537
1.078800 ; 0.640600 ; 1.864251 ; 7.008811
1.908500 ; 0.954200 ; 1.671269 ; 5.934783
1.185200 ; 0.773000 ; 1.505332 ; 6.397129
1.644400 ; 0.822200 ; 1.684024 ; 5.905406
0.797500 ; 0.566000 ; 1.844393 ; 6.042056
1.408600 ; 0.727000 ; 1.512436 ; 5.481482
1.538500 ; 0.897400 ; 1.825308 ; 6.089362
1.544500 ; 0.937700 ; 1.683189 ; 5.779167
1.328700 ; 0.808800 ; 1.767844 ; 6.307693
1.376400 ; 0.866600 ; 1.847841 ; 5.874372
0.850300 ; 0.680200 ; 1.514525 ; 5.625616
0.808200 ; 0.731200 ; 1.921883 ; 5.633333
0.965000 ; 0.772000 ; 1.767008 ; 6.453333
1.124600 ; 0.722900 ; 2.178111 ; 5.976744
1.145300 ; 0.833000 ; 1.787619 ; 6.160337
