0.570300 , 1.111983 , 7.352941 , 28, 1.211772 , 2.500289, 1.369870 ;
0.578500 , 1.366962 , 7.016667 , 28, 1.169008 , 2.808621, 1.099944 ;
0.690000 , 1.446955 , 7.316384 , 30, 1.200709 , 2.967978, 1.563472 ;
0.692000 , 1.435009 , 7.096970 , 30, 1.098173 , 3.344729, 1.333333 ;
0.696600 , 1.501949 , 6.856287 , 30, 1.130996 , 2.628783, 1.490712 ;
0.707100 , 1.198974 , 7.556701 , 28, 1.242029 , 3.238568, 1.196703 ;
0.708100 , 1.117968 , 7.535519 , 30, 1.196333 , 3.730503, 1.490712 ;
0.715400 , 1.307951 , 7.388235 , 30, 1.173278 , 3.588222, 1.632993 ;
0.726200 , 1.168988 , 7.462766 , 28, 1.226536 , 2.946483, 1.369870 ;
0.738900 , 1.514961 , 6.837349 , 30, 1.133770 , 2.468306, 1.247219 ;
0.743300 , 1.321953 , 7.108108 , 28, 1.205016 , 2.316337, 1.196703 ;
0.752600 , 1.203971 , 7.804124 , 28, 1.256647 , 3.357797, 1.728483 ;
0.756300 , 1.184966 , 6.666667 , 30, 1.091731 , 2.276142, 1.490712 ;
0.797500 , 1.588970 , 7.244318 , 28, 1.134197 , 2.297394, 1.448712 ;
0.803000 , 1.376934 , 7.800995 , 26, 1.254441 , 2.898121, 1.369870 ;
0.808200 , 1.417956 , 6.857955 , 28, 1.149498 , 2.752297, 1.099944 ;
0.814100 , 1.517956 , 6.770115 , 28, 1.145288 , 2.211083, 1.099944 ;
0.826900 , 1.201944 , 7.290323 , 28, 1.204782 , 2.486807, 1.369870 ;
0.828200 , 1.296964 , 6.886364 , 28, 1.144070 , 3.049465, 1.196703 ;
0.828800 , 1.237968 , 7.156250 , 26, 1.197401 , 2.541391, 0.874890 ;
0.833000 , 1.444958 , 6.818714 , 28, 1.135649 , 1.926187, 1.369870 ;
0.836000 , 1.101975 , 6.464968 , 30, 1.071455 , 2.778613, 0.942809 ;
0.837100 , 1.270961 , 7.580000 , 27, 1.259508 , 3.844715, 1.154701 ;
0.846000 , 1.121967 , 7.344444 , 30, 1.209524 , 2.880212, 1.763834 ;
0.850300 , 1.121971 , 6.817073 , 30, 1.101969 , 3.730503, 1.247219 ;
0.853700 , 1.410965 , 6.656977 , 28, 1.144752 , 2.178475, 0.993808 ;
0.858500 , 1.213964 , 6.798851 , 28, 1.122040 , 3.441463, 0.874890 ;
0.864800 , 1.233981 , 6.954545 , 28, 1.131678 , 2.959964, 0.993808 ;
0.871000 , 1.053980 , 7.473054 , 31, 1.164555 , 3.286500, 1.832492 ;
0.887600 , 1.114982 , 6.878613 , 28, 1.128212 , 3.219935, 0.993808 ;
0.887600 , 1.407944 , 8.129807 , 26, 1.294907 , 1.728483, 1.662959 ;
0.899800 , 1.438947 , 7.358974 , 26, 1.198574 , 2.959965, 0.874890 ;
0.901000 , 1.262948 , 7.168478 , 28, 1.192495 , 2.959965, 1.286204 ;
0.904900 , 1.371966 , 7.387097 , 28, 1.189055 , 2.970344, 1.286204 ;
0.919500 , 1.265966 , 7.005747 , 28, 1.126334 , 3.317409, 0.874890 ;
0.936900 , 1.149968 , 7.692708 , 28, 1.248461 , 2.711861, 1.791613 ;
