0.980000 ; 1.332564 ; 6.433884 ; 202 ; 252
0.989000 ; 1.332438 ; 5.457143 ; 168 ; 294
0.994200 ; 1.330830 ; 5.633803 ; 169 ; 278
0.997700 ; 1.331963 ; 6.118421 ; 188 ; 294
0.998500 ; 1.330999 ; 5.708333 ; 167 ; 334
0.999200 ; 1.335294 ; 6.135514 ; 180 ; 311
0.999500 ; 1.331214 ; 5.940639 ; 181 ; 304
1.001100 ; 1.329211 ; 6.124424 ; 183 ; 288
1.002500 ; 1.333492 ; 6.139535 ; 181 ; 308
1.003200 ; 1.334541 ; 5.544117 ; 166 ; 356
1.008800 ; 1.330841 ; 5.930348 ; 172 ; 332
1.008900 ; 1.334682 ; 5.718750 ; 162 ; 359
1.009100 ; 1.332079 ; 5.929245 ; 170 ; 311
1.022600 ; 1.333281 ; 6.395061 ; 207 ; 213
1.024700 ; 1.333252 ; 6.084507 ; 186 ; 300
1.028300 ; 1.332220 ; 6.490909 ; 195 ; 306
1.029300 ; 1.333114 ; 6.292373 ; 200 ; 240
1.030000 ; 1.337733 ; 5.367925 ; 168 ; 278
1.030200 ; 1.335410 ; 6.437230 ; 188 ; 300
1.030700 ; 1.332907 ; 5.939815 ; 182 ; 290
1.033200 ; 1.333810 ; 6.297521 ; 198 ; 266
1.033600 ; 1.329781 ; 5.808824 ; 171 ; 334
1.036300 ; 1.335412 ; 5.893617 ; 195 ; 244
1.038700 ; 1.332245 ; 5.486607 ; 175 ; 300
1.039500 ; 1.331744 ; 5.362245 ; 157 ; 320
1.044600 ; 1.335897 ; 5.650794 ; 160 ; 368
1.047100 ; 1.332567 ; 6.469298 ; 192 ; 300
1.047400 ; 1.332981 ; 6.170507 ; 180 ; 284
1.049700 ; 1.330735 ; 5.181818 ; 156 ; 354
1.050000 ; 1.333334 ; 6.664032 ; 216 ; 202
1.051700 ; 1.330092 ; 5.617801 ; 170 ; 348
1.052600 ; 1.333476 ; 6.305825 ; 175 ; 332
1.053500 ; 1.334775 ; 5.902655 ; 184 ; 294
1.058600 ; 1.331101 ; 6.859259 ; 228 ; 222
1.060200 ; 1.332305 ; 5.635514 ; 176 ; 292
1.068000 ; 1.332283 ; 6.204545 ; 177 ; 350
1.068200 ; 1.331605 ; 6.097872 ; 196 ; 240
1.069100 ; 1.330065 ; 5.179487 ; 159 ; 294
1.074400 ; 1.330124 ; 5.986486 ; 183 ; 300
1.078800 ; 1.333661 ; 7.008811 ; 198 ; 318
1.079900 ; 1.333443 ; 5.894273 ; 180 ; 306
1.080000 ; 1.332779 ; 6.500000 ; 207 ; 266
1.081800 ; 1.331334 ; 5.965368 ; 192 ; 265
1.086600 ; 1.331384 ; 6.631179 ; 219 ; 214
1.088800 ; 1.331383 ; 5.438679 ; 170 ; 313
1.089100 ; 1.333224 ; 6.133333 ; 191 ; 294
1.090100 ; 1.332729 ; 5.784404 ; 180 ; 278
1.093100 ; 1.333494 ; 6.639676 ; 209 ; 268
1.093400 ; 1.330899 ; 6.044554 ; 174 ; 342
1.093400 ; 1.333937 ; 5.460465 ; 175 ; 257
1.096500 ; 1.335403 ; 6.168889 ; 184 ; 310
1.097600 ; 1.331207 ; 6.685990 ; 184 ; 352
1.097900 ; 1.335996 ; 5.774648 ; 177 ; 300
