12.184770 ; 6.226415
26.738832 ; 6.938697
19.935949 ; 6.387833
9.387918 ; 6.817204
26.559298 ; 6.608996
9.624378 ; 6.597744
20.237803 ; 6.751908
7.053861 ; 7.214286
4.170559 ; 6.007905
26.143978 ; 6.455883
4.170137 ; 6.111111
8.392714 ; 6.704380
3.563315 ; 6.783688
27.486485 ; 6.697509
7.693371 ; 6.792000
3.724035 ; 6.855596
22.897123 ; 6.648980
4.720271 ; 6.039062
5.861516 ; 6.525735
16.735296 ; 6.503876
6.800068 ; 6.361538
10.062409 ; 6.818815
3.721961 ; 6.454545
15.509314 ; 6.421875
12.155032 ; 6.440299
3.434032 ; 6.835714
11.815863 ; 6.264069
19.611423 ; 6.187500
3.668086 ; 6.546816
3.501059 ; 6.896679
29.894772 ; 6.789286
9.754842 ; 6.670498
15.800244 ; 6.588889
4.039666 ; 6.748148
2.161214 ; 6.744275
3.934204 ; 6.206642
2.218154 ; 6.380567
6.563355 ; 7.292517
19.317987 ; 6.724907
9.633134 ; 6.625498
9.900355 ; 6.880309
32.536606 ; 5.922078
6.370350 ; 7.193308
14.736727 ; 6.704467
2.147268 ; 6.818182
14.291654 ; 6.988506
9.764579 ; 6.764925
4.191661 ; 6.192623
4.209299 ; 6.145749
22.023157 ; 6.479705
7.189498 ; 6.500000
6.741655 ; 6.996364
4.338839 ; 6.494071
25.512989 ; 6.954887
5.648339 ; 6.082970
9.447970 ; 6.926357
6.938874 ; 6.112360
6.521639 ; 6.921147
4.166830 ; 5.895833
18.883427 ; 6.426295
21.996071 ; 6.692946
7.268474 ; 6.268483
10.201512 ; 6.657794
9.088181 ; 6.346939
5.144389 ; 6.292308
3.567141 ; 6.608527
5.092867 ; 6.512915
11.061992 ; 6.891697
2.335861 ; 6.224490
8.507169 ; 6.806818
11.031146 ; 6.382353
7.969147 ; 6.882353
5.264087 ; 6.458182
19.783373 ; 6.672863
10.683509 ; 6.859107
10.017871 ; 6.047244
8.032282 ; 6.683274
5.848497 ; 6.358156
9.348248 ; 5.750988
13.109619 ; 6.384314
5.484121 ; 6.017021
3.922419 ; 6.069231
7.546318 ; 6.179856
10.465745 ; 6.411765
25.936178 ; 6.640927
47.564678 ; 6.584559
8.249527 ; 5.895161
11.582458 ; 5.968128
5.394831 ; 7.070946
7.265693 ; 6.626415
12.573250 ; 6.232975
13.069711 ; 5.822834
8.420777 ; 6.041353
14.310756 ; 6.501916
11.642554 ; 6.291188
5.909767 ; 6.016737
9.055995 ; 6.544304
14.933147 ; 6.723183
14.450546 ; 6.234615
12.963561 ; 6.714286
