0.999200 ; 0.651700 ; 1.839124 ; 6.135514
2.598000 ; 1.154700 ; 4.585094 ; 5.809524
1.097900 ; 0.760100 ; 1.938227 ; 5.774648
1.353500 ; 0.846000 ; 1.657076 ; 6.446078
1.116900 ; 0.613200 ; 1.514483 ; 5.338461
1.684700 ; 0.982700 ; 1.733959 ; 6.247787
1.177700 ; 0.841200 ; 1.593476 ; 7.063063
1.450900 ; 0.946200 ; 2.239863 ; 6.813131
1.658000 ; 1.160600 ; 2.798075 ; 6.023585
0.904900 ; 0.678700 ; 1.619253 ; 6.138393
1.354000 ; 0.781200 ; 1.620360 ; 5.708134
1.572600 ; 0.823700 ; 1.943473 ; 5.916667
1.111000 ; 0.787000 ; 1.744291 ; 5.994898
1.322300 ; 0.771300 ; 1.767960 ; 5.954315
0.936900 ; 0.663600 ; 1.973098 ; 6.638393
1.152000 ; 0.864000 ; 1.686912 ; 6.511312
1.033600 ; 0.602900 ; 1.593581 ; 5.808824
1.364600 ; 0.909700 ; 1.874654 ; 6.195745
1.347700 ; 0.898500 ; 1.751592 ; 6.115741
1.185500 ; 0.650100 ; 1.545479 ; 5.923077
1.192700 ; 0.759000 ; 1.729979 ; 5.855721
1.217200 ; 0.695500 ; 1.568516 ; 6.603448
1.086600 ; 0.710500 ; 1.642368 ; 6.631179
1.227200 ; 0.859100 ; 1.577424 ; 5.531401
1.009100 ; 0.645800 ; 1.585806 ; 5.929245
1.196700 ; 0.670200 ; 1.910579 ; 5.916667
1.273700 ; 0.891600 ; 1.757602 ; 5.517544
0.976000 ; 0.679000 ; 1.903621 ; 5.959821
1.614500 ; 0.880600 ; 1.800406 ; 5.440414
1.079900 ; 0.751200 ; 1.627318 ; 5.894273
0.948200 ; 0.689600 ; 1.844343 ; 6.312757
1.069100 ; 0.630500 ; 1.757707 ; 5.179487
1.278900 ; 0.778500 ; 1.683169 ; 5.774648
1.001100 ; 0.700800 ; 1.498511 ; 6.124424
1.024700 ; 0.819700 ; 1.699221 ; 6.084507
1.206500 ; 0.822600 ; 1.748113 ; 6.029412
1.454900 ; 0.859700 ; 1.672732 ; 6.099138
1.053500 ; 0.684800 ; 1.901064 ; 5.902655
