1.758500 ; 0.820600 ; 1.659290 ; 6.034782
1.411300 ; 0.730000 ; 1.542843 ; 6.228724
1.234000 ; 0.785300 ; 1.910368 ; 6.075949
0.999500 ; 0.631300 ; 1.870411 ; 5.940639
1.925000 ; 1.004400 ; 1.641894 ; 6.073394
1.838100 ; 1.148800 ; 1.720886 ; 7.054167
0.980000 ; 0.700000 ; 1.833774 ; 6.433884
1.177800 ; 0.741600 ; 1.734513 ; 6.327273
0.837100 ; 0.677700 ; 1.639021 ; 6.380753
1.686400 ; 0.908100 ; 3.042011 ; 5.624365
1.033200 ; 0.798400 ; 1.716221 ; 6.297521
0.950600 ; 0.734500 ; 1.991258 ; 5.187845
1.120500 ; 0.800300 ; 1.820832 ; 6.518072
1.261400 ; 0.727700 ; 1.816299 ; 6.395745
1.109600 ; 0.647300 ; 1.674919 ; 6.126316
1.002500 ; 0.578300 ; 1.862003 ; 6.139535
1.702900 ; 0.973100 ; 1.876315 ; 5.598985
1.221000 ; 0.653100 ; 1.640866 ; 5.730769
1.956700 ; 0.717400 ; 2.242113 ; 6.230769
1.164100 ; 0.796500 ; 1.777185 ; 5.638009
1.194700 ; 0.610600 ; 1.671098 ; 5.772277
1.118500 ; 0.792300 ; 1.808629 ; 5.902326
1.068000 ; 0.747600 ; 1.747481 ; 6.204545
1.219800 ; 0.645800 ; 1.762056 ; 5.630542
1.966000 ; 1.014700 ; 1.839994 ; 6.013825
1.003200 ; 0.697900 ; 1.583012 ; 5.544117
0.846000 ; 0.576800 ; 1.592817 ; 6.317307
1.229100 ; 0.864900 ; 1.854570 ; 6.105991
2.356300 ; 1.094000 ; 3.085659 ; 6.599190
1.254300 ; 0.776500 ; 1.813031 ; 6.208696
1.138800 ; 0.792200 ; 1.660977 ; 6.017937
1.038700 ; 0.661000 ; 1.824048 ; 5.486607
1.440100 ; 0.981900 ; 1.622811 ; 6.061475
1.305900 ; 0.870600 ; 1.614061 ; 5.702222
1.136900 ; 0.682100 ; 1.886093 ; 6.385650
0.864800 ; 0.700100 ; 1.802066 ; 5.815166
1.197200 ; 0.780800 ; 1.727159 ; 6.363158
1.096500 ; 0.742800 ; 1.531510 ; 6.168889
1.493000 ; 0.774200 ; 1.599011 ; 6.518182
1.126400 ; 0.750900 ; 1.850273 ; 5.725888
1.508800 ; 0.880100 ; 1.661899 ; 5.950495
1.376000 ; 0.917400 ; 1.753806 ; 6.008969
1.964800 ; 0.916900 ; 1.739178 ; 6.205480
1.111200 ; 0.773000 ; 1.541684 ; 6.162791
1.605000 ; 0.802500 ; 1.660238 ; 5.659389
1.603400 ; 0.916200 ; 1.719068 ; 5.961373
1.314900 ; 0.556300 ; 1.765720 ; 6.796537
1.078800 ; 0.640600 ; 1.867142 ; 7.008811
1.908500 ; 0.954200 ; 1.673681 ; 5.934783
1.185200 ; 0.773000 ; 1.511241 ; 6.397129
1.644400 ; 0.822200 ; 1.691182 ; 5.905406
0.797500 ; 0.566000 ; 1.842920 ; 6.042056
1.408600 ; 0.727000 ; 1.517962 ; 5.481482
1.538500 ; 0.897400 ; 1.830295 ; 6.089362
1.544500 ; 0.937700 ; 1.690391 ; 5.779167
1.328700 ; 0.808800 ; 1.770491 ; 6.307693
1.376400 ; 0.866600 ; 1.857048 ; 5.874372
0.850300 ; 0.680200 ; 1.519939 ; 5.625616
0.808200 ; 0.731200 ; 1.927105 ; 5.633333
0.965000 ; 0.772000 ; 1.769700 ; 6.453333
1.124600 ; 0.722900 ; 2.183125 ; 5.976744
1.145300 ; 0.833000 ; 1.794634 ; 6.160337
