1.640921 ; 3.957747
1.636753 ; 4.196078
1.804448 ; 4.224490
1.618187 ; 4.419355
1.699525 ; 4.430233
1.756111 ; 4.092105
1.647385 ; 4.093960
1.722684 ; 4.181818
1.390612 ; 4.141791
1.625185 ; 4.084967
1.631734 ; 3.925676
1.732272 ; 4.251656
1.663886 ; 3.847826
2.500148 ; 4.048951
1.713668 ; 4.403846
1.678747 ; 4.624242
1.844254 ; 4.348101
1.650277 ; 4.472050
1.707969 ; 4.549669
1.672477 ; 4.594937
2.115371 ; 3.986301
1.718771 ; 4.021898
1.617251 ; 4.173333
1.686705 ; 4.368421
1.711712 ; 4.246575
1.530384 ; 4.124183
2.359246 ; 4.214286
1.691530 ; 4.068493
1.783949 ; 3.855072
1.948782 ; 4.248408
1.550226 ; 4.020979
1.619741 ; 4.765100
1.679281 ; 3.879699
1.718942 ; 4.597403
1.614298 ; 3.897959
1.787096 ; 4.183007
1.534807 ; 4.260355
1.819533 ; 4.715190
1.610300 ; 3.765152
1.655806 ; 4.181286
1.588927 ; 3.986111
1.521283 ; 3.993104
1.645684 ; 3.812500
1.540189 ; 4.228395
1.670095 ; 4.466258
2.235070 ; 4.088435
1.482327 ; 3.992958
1.714178 ; 3.946309
1.794921 ; 4.086667
1.574723 ; 4.258278
1.484600 ; 4.641619
2.192293 ; 3.879195
1.704798 ; 4.303030
1.814654 ; 3.824324
1.461124 ; 4.658536
1.726597 ; 4.076923
1.708820 ; 4.503268
1.773973 ; 4.074324
1.723024 ; 4.070423
1.861010 ; 3.569343
1.720643 ; 4.721519
1.743693 ; 4.020408
1.562559 ; 4.049689
2.089745 ; 4.450331
1.784374 ; 4.000000
1.643302 ; 3.871795
1.626777 ; 3.477941
1.578125 ; 4.392857
1.624590 ; 4.230769
1.996414 ; 4.660256
1.635392 ; 4.201342
1.796877 ; 4.260274
2.022867 ; 4.212903
1.999476 ; 4.114286
1.817121 ; 3.624060
2.333134 ; 3.874126
1.678261 ; 4.240741
1.973194 ; 3.792593
1.689148 ; 4.302631
1.571916 ; 4.138158
1.715029 ; 4.057971
1.737824 ; 4.266667
1.708309 ; 3.569444
1.666012 ; 4.324841
1.906911 ; 3.787234
1.554819 ; 4.211921
1.721129 ; 4.723270
1.699695 ; 3.959732
2.038541 ; 4.000000
1.969767 ; 4.742690
1.471525 ; 4.341969
1.775845 ; 3.979452
1.716536 ; 4.307189
2.404752 ; 4.333333
1.733231 ; 4.230769
1.708990 ; 4.084507
1.750242 ; 3.899281
1.726341 ; 4.248322
1.374451 ; 4.178344
1.892366 ; 4.153846
